"id","consent_sim","group_sim","focus_1_sim","focus_2_sim","focus_3_sim","graphi_1_sim","graphi_2_sim","graphi_3_sim","inte_1_sim","inte_2_sim","inte_3_sim","inte_4_sim","inte_5_sim","soci_1_sim","soci_2_sim","soci_3_sim","soci_4_sim","soci_5_sim","symp_1_sim","symp_2_sim","symp_3_sim","symp_4_sim","symp_5_sim","symp_6_sim","symp_7_sim","symp_8_sim","symp_9_sim","symp_10_sim","play_1_sim","play_2_sim","play_3_sim","play_4_sim","effi_1_sim","effi_2_sim","effi_3_sim","effi_4_sim","dona_1_sim","dona_2_sim","dona_3_sim","age_sim","gender_sim","race_sim","income_sim","edu_sim"
149,1,1,5,2,6,5,7,6,7,7,7,6,1,5,7,5,7,1,3,7,7,7,6,7,7,6,6,6,6,7,4,5,6,6,7,7,6,6,1,44,2,4,11,3
150,1,1,5,2,6,5,7,7,6,5,6,7,4,6,7,1,7,1,5,5,7,7,5,5,7,7,6,7,7,7,3,7,5,4,5,4,7,6,4,39,1,5,2,5
151,1,1,5,2,6,7,6,2,3,6,6,5,7,7,6,3,7,1,6,6,6,4,7,6,6,6,4,5,7,4,5,3,7,7,3,6,6,6,7,36,3,1,6,6
152,1,1,5,2,6,7,7,7,6,6,6,4,4,7,6,2,1,2,7,7,6,4,5,6,6,6,6,6,6,7,6,7,7,2,6,7,7,7,7,52,1,3,4,7
153,1,1,5,2,6,6,7,7,6,7,7,6,7,7,7,4,5,4,5,7,7,7,3,6,7,7,7,5,6,7,4,6,7,7,7,7,7,6,7,33,1,5,5,3
154,1,1,5,2,6,4,7,7,6,5,5,3,5,6,1,2,6,2,7,6,6,6,3,6,3,7,7,7,7,6,7,6,5,6,7,6,5,5,7,38,1,5,5,7
155,1,1,5,2,6,5,7,4,4,6,7,7,7,5,5,2,7,3,7,6,5,4,7,3,7,5,6,7,6,5,6,6,7,6,5,7,7,5,7,26,4,5,9,6
156,1,1,5,2,6,5,4,5,3,7,7,6,2,6,4,2,7,1,7,7,7,5,6,6,1,7,7,5,6,7,6,1,7,2,4,4,6,7,5,41,2,4,9,4
157,1,1,5,2,6,6,7,6,7,5,6,5,7,6,6,2,7,2,7,7,6,6,6,5,6,3,7,7,6,5,5,6,7,2,1,4,7,7,4,36,3,2,2,7
158,1,1,5,2,6,6,5,2,6,6,7,7,6,4,6,3,5,5,6,7,6,7,7,6,6,7,6,1,6,5,6,7,7,4,7,5,6,6,7,29,3,6,7,2
159,1,1,5,2,6,7,5,7,7,6,6,5,6,6,4,2,5,3,7,6,7,3,6,7,6,7,7,3,3,6,7,2,7,7,2,5,6,4,6,26,2,3,2,6
160,1,1,5,2,6,1,3,6,6,7,6,5,7,6,7,2,3,1,2,4,4,6,7,6,4,6,5,7,6,7,6,5,6,6,7,4,4,5,6,33,1,3,11,8
161,1,1,5,2,6,7,7,6,6,1,7,7,7,3,7,5,7,6,7,3,6,3,6,7,7,7,3,7,7,7,6,6,7,6,6,6,5,7,7,33,3,4,5,4
162,1,1,5,2,6,7,7,4,6,7,5,2,3,6,6,1,7,2,7,2,7,7,3,5,6,7,6,2,7,6,6,4,6,7,6,7,6,6,6,24,3,4,2,4
163,1,1,5,2,6,7,5,7,5,6,4,6,5,7,6,1,7,2,4,5,4,2,6,1,2,1,7,7,5,7,6,6,7,7,6,7,5,7,5,46,2,2,8,7
164,1,1,5,2,6,7,7,6,3,7,4,6,7,6,1,1,5,1,7,6,5,6,7,7,4,6,4,7,6,6,2,7,7,3,4,7,6,6,7,40,3,2,6,4
165,1,1,5,2,6,1,6,6,5,7,6,7,6,7,7,1,7,1,6,6,2,6,3,6,7,7,7,6,6,7,6,6,7,3,7,7,4,7,6,45,3,4,5,1
166,1,1,5,2,6,7,6,4,1,6,7,7,6,7,6,2,7,1,7,1,4,5,7,7,6,5,6,6,7,6,7,4,1,4,6,1,4,7,6,35,3,4,4,7
167,1,1,5,2,6,7,7,7,6,7,6,7,7,7,6,2,6,3,7,2,7,7,7,3,7,4,1,7,7,6,6,6,7,5,7,7,4,7,7,48,1,2,11,6
168,1,1,5,2,6,6,7,6,6,6,6,6,6,5,6,4,6,1,7,7,6,3,5,5,7,2,4,7,4,6,6,6,6,6,6,7,6,7,7,46,2,1,7,5
169,1,1,5,2,6,6,6,7,4,3,4,7,6,7,4,2,7,3,5,3,5,1,6,5,7,6,7,5,7,7,2,6,4,6,7,3,6,7,7,34,3,3,7,7
170,1,1,5,2,6,6,7,6,4,4,2,6,6,6,7,1,7,1,3,5,7,7,7,7,6,6,7,7,3,4,6,6,5,6,7,7,6,5,5,48,3,3,2,7
171,1,1,5,2,6,7,6,7,7,4,7,1,7,6,7,1,6,2,7,1,6,7,6,5,7,7,7,5,3,6,7,7,7,5,7,7,6,7,4,44,3,3,12,4
172,1,1,5,2,6,5,1,5,7,5,4,6,7,6,6,2,6,2,4,7,7,6,7,5,6,6,7,7,7,7,7,4,4,4,6,3,7,2,6,35,2,3,7,4
173,1,1,5,2,6,7,6,5,7,5,7,4,6,7,5,7,7,1,6,7,4,2,6,2,6,7,7,6,2,7,7,7,7,7,7,7,5,6,7,28,1,6,13,8
174,1,1,5,2,6,6,7,4,6,7,6,4,1,4,5,1,6,7,2,7,3,4,7,6,7,2,6,4,7,5,5,4,7,7,4,4,6,7,6,42,3,4,11,2
175,1,1,5,2,6,5,5,7,6,6,7,5,3,5,6,1,6,1,5,3,2,6,6,6,2,6,7,5,3,7,2,7,7,4,6,7,6,7,7,48,3,1,5,5
176,1,1,5,2,6,5,6,7,5,3,7,6,6,7,7,1,6,6,6,5,4,4,6,7,6,6,7,6,7,5,7,7,5,6,3,3,7,7,7,38,2,5,5,6
177,1,1,5,2,6,5,6,7,7,7,7,6,7,6,6,2,6,1,5,7,7,7,7,6,6,7,6,7,7,6,5,6,6,7,5,6,1,6,7,46,2,3,2,5
178,1,1,5,2,6,2,4,7,6,6,6,6,7,5,7,3,7,7,7,7,7,1,6,6,7,7,3,7,7,3,5,6,4,6,7,7,6,7,7,54,3,4,9,5
179,1,1,5,2,6,7,7,5,7,6,2,7,5,6,6,2,6,2,6,7,4,3,6,4,7,7,7,6,7,7,7,7,5,7,7,7,1,5,5,38,3,6,7,7
180,1,1,5,2,6,3,5,7,7,7,6,2,7,6,6,2,6,1,5,3,2,6,7,3,3,4,6,3,7,4,4,4,2,6,3,4,2,7,7,42,3,1,8,3
181,1,1,5,2,6,7,7,2,6,5,5,4,7,1,4,2,7,1,5,6,5,6,4,4,4,6,6,7,5,6,7,6,7,7,3,6,4,7,6,36,3,4,13,4
182,1,1,5,2,6,2,7,6,7,7,7,7,6,7,7,2,6,1,4,3,6,7,7,6,7,4,7,7,6,3,6,7,6,2,7,5,7,6,7,36,4,3,11,2
183,1,1,5,2,6,7,7,7,5,7,3,6,3,7,6,2,6,4,6,1,7,6,6,6,6,7,6,6,6,5,6,6,6,7,7,7,7,5,6,35,1,5,8,7
184,1,1,5,2,6,7,7,6,6,5,6,5,5,7,7,1,7,1,2,6,7,7,6,7,4,7,4,7,6,7,7,7,7,7,5,7,7,6,6,50,1,2,2,2
185,1,1,5,2,6,6,6,6,5,7,6,7,7,7,6,3,7,3,7,5,4,6,6,7,7,7,6,7,6,6,6,6,6,6,2,7,7,7,7,53,1,1,6,2
186,1,1,5,2,6,6,6,7,7,3,5,1,7,6,7,2,6,2,6,4,7,4,7,7,7,4,7,7,7,7,1,7,7,6,6,4,6,7,7,34,2,6,4,1
187,1,1,5,2,6,5,3,5,7,7,6,5,6,7,2,3,6,1,6,7,6,6,7,7,7,4,6,7,7,7,6,3,3,6,7,6,7,7,7,44,2,3,2,5
188,1,1,5,2,6,7,4,7,7,6,5,4,6,6,6,3,6,2,7,5,4,6,7,4,6,6,6,3,5,6,7,6,7,6,6,6,7,6,6,48,4,2,4,4
189,1,1,5,2,6,5,6,7,6,4,6,7,2,7,3,6,7,1,3,5,2,4,6,7,1,6,7,6,7,7,6,7,7,7,7,6,3,4,7,35,3,7,6,3
190,1,1,5,2,6,3,6,6,7,7,6,7,7,7,7,1,7,2,3,3,6,3,6,5,7,6,6,3,7,6,7,2,7,7,4,7,6,7,7,40,2,3,6,3
191,1,1,5,2,6,6,6,7,1,6,5,5,7,7,6,1,5,5,5,7,6,3,7,4,7,7,7,7,7,6,5,6,3,5,7,6,6,4,7,46,2,4,6,1
192,1,1,5,2,6,7,7,7,2,6,6,7,7,4,7,3,6,2,7,6,7,7,5,7,3,2,2,5,2,2,4,7,6,7,7,5,7,7,6,42,3,1,13,1
193,1,1,5,2,6,6,6,6,7,7,6,6,7,6,7,2,7,4,7,6,6,7,6,6,6,3,6,7,7,6,2,4,5,6,6,2,7,3,7,34,1,4,6,3
194,1,1,5,2,6,7,6,6,7,6,7,4,5,2,3,1,4,1,7,4,6,6,7,3,7,7,7,2,7,7,6,2,5,6,6,5,6,5,7,35,2,5,2,3
195,1,1,5,2,6,4,6,7,6,6,7,6,7,5,6,3,4,1,7,5,4,4,4,6,6,6,2,6,5,7,7,6,7,5,5,6,4,7,7,54,1,3,8,6
196,1,1,5,2,6,7,7,6,7,7,6,6,4,7,7,2,4,5,3,4,4,6,4,7,7,6,7,7,7,6,5,6,7,6,7,7,6,6,6,45,1,3,6,3
197,1,1,5,2,6,5,7,6,7,6,7,6,7,1,7,1,7,4,7,2,1,7,6,4,5,7,3,5,7,6,7,7,7,6,7,7,6,5,5,35,3,2,1,5
198,1,1,5,2,6,5,5,6,7,6,6,3,2,1,7,5,5,1,6,6,5,4,6,7,7,7,6,6,5,2,6,7,7,6,7,5,6,7,6,41,3,1,5,4
199,1,1,5,2,6,6,5,6,7,3,6,7,6,7,6,1,7,1,2,7,7,5,6,6,6,5,4,7,4,7,1,7,7,5,7,1,6,7,7,35,2,6,9,1
200,1,1,5,2,6,6,5,6,7,4,5,6,7,2,5,2,1,2,1,7,3,6,7,6,7,6,7,7,7,7,5,6,7,1,5,6,5,6,3,36,4,7,4,7
201,1,1,5,2,6,6,6,6,6,6,6,1,1,7,6,1,5,2,7,7,7,4,3,5,4,6,6,7,7,7,6,4,6,7,7,7,6,5,6,43,3,5,8,6
202,1,1,5,2,6,7,4,6,7,2,6,6,6,6,7,2,1,7,3,7,7,7,7,7,4,7,6,6,6,7,7,7,7,7,5,7,6,6,4,41,4,7,6,8
203,1,1,5,2,6,7,7,7,6,1,6,6,6,1,4,1,7,2,6,5,6,6,7,6,6,7,7,7,1,4,6,3,7,7,7,7,6,4,3,52,4,6,9,1
204,1,1,5,2,6,3,7,2,7,7,4,6,6,3,4,3,7,1,7,7,3,6,7,7,4,2,5,2,7,7,7,5,5,6,7,4,6,7,6,46,1,2,1,3
205,1,1,5,2,6,6,5,7,7,4,3,6,5,7,4,1,7,3,6,5,7,7,5,7,7,5,7,7,6,4,4,6,6,7,6,2,7,6,5,39,2,6,13,1
206,1,1,5,2,6,5,5,7,6,6,2,7,2,7,5,1,7,1,6,7,7,6,5,5,7,3,7,7,3,7,7,7,7,6,6,5,7,7,6,36,2,3,6,1
207,1,1,5,2,6,5,3,6,4,7,7,1,6,7,7,3,7,2,6,6,6,7,7,5,7,7,5,7,7,5,7,6,6,6,7,6,5,4,6,34,4,5,11,1
208,1,1,5,2,6,6,6,1,7,3,7,7,6,7,6,1,2,3,6,6,7,5,7,7,1,4,7,3,6,6,7,7,2,7,7,7,7,3,7,34,1,5,1,1
209,1,1,5,2,6,3,7,5,7,7,7,5,7,7,7,3,1,4,7,4,7,5,7,7,6,3,7,7,7,2,7,5,6,2,3,7,7,6,5,37,4,5,4,6
210,1,1,5,2,6,6,7,6,7,3,7,4,6,4,6,1,5,1,7,4,5,7,4,6,6,7,4,6,6,7,6,4,6,5,6,7,5,5,3,22,2,5,4,7
211,1,1,5,2,6,6,5,7,6,7,7,5,6,7,6,3,6,1,3,7,4,4,6,7,7,7,6,6,7,5,4,7,7,7,6,5,7,6,4,27,4,5,12,4
212,1,1,5,2,6,5,7,5,5,2,6,3,7,6,4,1,5,2,6,5,7,5,7,1,3,7,7,6,7,4,7,4,7,6,7,6,2,7,7,38,1,2,3,4
213,1,1,5,2,6,6,7,6,3,7,3,7,6,7,6,2,7,1,7,7,7,5,7,1,4,7,7,4,5,5,4,7,7,5,7,7,7,3,6,32,1,5,2,7
214,1,1,5,2,6,6,6,5,3,6,5,7,5,7,6,1,6,1,7,3,6,7,7,3,7,5,7,6,3,7,6,7,7,6,6,7,7,7,7,37,4,2,1,7
215,1,1,5,2,6,7,7,6,6,6,6,7,4,6,6,1,7,2,4,6,6,5,7,5,5,7,6,1,3,3,6,7,3,7,6,7,6,7,7,37,2,5,4,1
216,1,1,5,2,6,6,7,7,6,7,5,7,5,4,6,2,7,3,5,7,2,6,6,7,7,7,6,7,5,2,4,4,7,6,7,6,5,5,7,25,1,3,4,1
217,1,1,5,2,6,6,5,6,6,6,7,7,7,6,6,5,7,2,5,7,7,5,6,7,7,7,6,7,3,2,6,6,6,2,7,6,7,3,4,37,1,3,4,3
218,1,1,5,2,6,3,7,4,7,6,6,6,6,1,7,3,6,1,6,6,7,4,7,6,7,7,7,6,7,6,3,7,1,4,7,5,6,7,5,33,4,4,6,3
219,1,1,5,2,6,3,4,6,2,7,6,2,6,6,6,2,6,1,6,2,3,4,5,6,7,7,7,7,3,7,7,5,4,7,7,7,5,7,6,40,2,3,5,2
220,1,1,5,2,6,7,7,7,6,5,6,6,6,6,7,4,6,2,2,7,6,6,7,7,4,4,6,7,5,5,7,7,7,6,5,4,6,6,7,41,4,4,3,5
221,1,1,5,2,6,7,6,6,2,7,5,6,4,5,7,5,3,2,7,7,7,7,7,5,6,1,7,7,5,7,7,7,4,6,6,1,7,5,6,26,3,6,9,7
222,1,1,5,2,6,6,5,5,7,6,6,6,3,4,7,2,6,2,7,6,2,6,6,7,6,6,7,7,1,7,6,3,4,3,6,1,4,5,6,49,1,3,8,2
223,1,1,5,2,6,5,4,7,7,4,7,4,6,7,6,5,6,1,7,7,6,3,1,7,6,7,7,4,7,7,5,5,7,5,3,5,6,3,1,41,3,2,1,3
224,1,1,5,2,6,7,5,5,7,4,6,6,5,2,5,2,7,1,4,6,7,6,7,7,7,6,7,7,6,4,6,7,7,7,7,6,7,7,7,44,1,7,2,4
225,1,1,5,2,6,6,7,6,4,6,4,7,7,6,7,3,3,2,7,2,7,5,5,5,7,7,7,6,1,3,7,4,7,7,7,7,4,6,7,35,1,1,10,3
226,1,1,5,2,6,7,6,7,7,6,7,1,7,7,4,1,2,1,4,3,7,5,7,3,5,5,4,7,7,4,6,7,7,5,7,5,6,7,6,44,2,4,5,3
227,1,1,5,2,6,6,5,7,5,5,3,7,6,6,6,1,2,2,2,7,7,3,7,4,5,7,6,6,6,6,6,6,6,7,6,6,4,6,2,37,2,4,3,4
228,1,1,5,2,6,6,7,5,6,6,7,6,5,6,6,1,7,2,6,7,7,7,6,7,7,6,6,4,7,3,4,4,6,7,7,7,5,4,7,53,2,5,12,5
229,1,1,5,2,6,7,3,3,6,3,7,7,4,2,7,7,4,2,7,6,7,7,6,1,7,6,7,7,6,7,6,3,7,3,6,6,6,7,6,28,2,6,5,2
230,1,1,5,2,6,5,6,3,6,7,6,4,7,7,6,2,1,1,7,6,5,7,7,7,6,2,3,4,3,3,6,7,6,1,6,7,6,7,3,58,2,4,6,8
231,1,1,5,2,6,7,2,6,6,6,6,4,2,7,6,1,3,3,4,2,7,7,5,6,6,6,7,7,6,7,6,6,4,7,6,4,6,6,5,46,2,5,9,5
232,1,1,5,2,6,7,7,2,3,6,7,7,7,6,6,1,7,1,6,4,7,4,7,4,2,7,7,6,7,7,4,7,7,5,3,6,7,3,7,22,3,1,11,2
233,1,1,5,2,6,6,6,7,4,7,4,4,7,7,7,1,6,2,7,6,6,3,7,6,7,6,6,6,7,7,1,6,6,7,5,6,7,6,7,45,2,7,9,7
234,1,1,5,2,6,6,5,6,6,2,4,5,4,4,4,1,6,1,7,7,6,6,7,7,6,7,6,6,4,3,7,6,7,7,1,7,6,4,7,42,2,2,5,4
235,1,1,5,2,6,6,6,4,6,6,7,1,7,7,7,1,2,1,2,6,6,7,3,6,6,4,4,4,4,2,7,6,7,7,7,7,6,7,7,35,1,2,11,2
236,1,1,5,2,6,7,5,5,6,6,7,7,6,4,7,1,7,1,6,3,7,7,5,7,3,5,7,6,7,7,4,6,4,7,6,6,6,7,7,47,2,2,10,4
237,1,1,5,2,6,7,7,5,7,7,7,1,7,7,6,1,7,1,7,2,5,6,5,7,7,6,7,6,6,7,7,6,4,5,5,6,6,6,7,36,2,4,11,4
238,1,1,5,2,6,7,7,7,7,7,7,7,7,7,7,1,6,2,6,6,4,3,7,6,7,7,5,6,6,7,2,7,2,7,7,7,6,7,6,35,1,4,13,7
239,1,1,5,2,6,1,7,5,7,6,7,5,4,3,6,2,5,2,5,5,6,7,6,7,7,6,7,1,7,3,4,6,7,7,7,2,6,7,6,37,3,3,2,3
240,1,1,5,2,6,5,7,6,5,7,7,2,7,6,6,3,7,1,6,6,7,7,6,4,7,6,7,3,6,5,7,7,7,6,7,3,6,6,7,38,2,2,11,2
241,1,1,5,2,6,7,7,6,4,7,6,7,7,7,6,1,7,1,6,4,6,1,7,6,6,7,3,7,6,3,6,7,6,7,7,2,6,6,7,27,4,3,8,2
242,1,1,5,2,6,2,7,7,7,7,6,7,5,6,7,2,1,2,1,6,7,7,6,6,4,6,7,5,6,7,7,7,1,2,7,7,4,6,7,38,3,2,8,1
243,1,1,5,2,6,5,3,7,6,7,6,6,7,7,7,4,6,2,6,5,6,7,7,7,6,7,7,6,3,7,7,6,7,1,5,5,7,5,4,45,3,2,2,2
244,1,1,5,2,6,2,7,1,7,3,5,4,5,6,3,2,7,1,6,6,7,6,4,4,1,6,7,7,6,2,7,2,7,5,7,6,7,7,6,32,4,2,9,2
245,1,1,5,2,6,6,5,4,7,4,1,1,7,6,7,1,7,1,1,1,6,7,7,7,7,2,6,2,6,4,3,4,7,4,6,7,4,1,4,29,1,5,11,5
246,1,1,5,2,6,6,5,3,6,2,7,5,4,6,7,3,6,2,6,7,7,7,3,7,6,5,3,2,7,7,6,6,6,7,1,5,2,5,7,39,1,2,11,3
247,1,1,5,2,6,7,7,7,7,7,3,7,7,7,4,7,7,1,5,4,7,5,7,7,6,6,7,4,7,7,6,7,7,6,6,7,7,3,6,47,1,2,3,2
248,1,1,5,2,6,6,6,6,6,7,6,6,5,6,6,2,4,1,4,6,6,5,6,7,7,7,7,6,7,7,4,7,2,6,6,7,1,7,7,43,1,3,12,2
249,1,1,5,2,6,3,6,7,6,6,5,6,7,7,7,4,6,2,5,6,7,7,7,6,5,6,6,7,2,7,6,7,1,5,7,6,4,6,4,31,3,4,2,7
250,1,1,5,2,6,5,6,7,7,3,6,7,4,3,6,3,4,4,6,7,7,4,6,2,4,7,7,6,6,3,7,4,7,7,1,6,6,5,2,33,1,4,9,6
251,1,1,5,2,6,2,6,5,7,7,7,6,6,1,3,1,6,2,6,7,5,6,1,6,5,2,7,7,6,6,7,7,7,6,7,6,3,7,6,55,1,5,13,4
252,1,1,5,2,6,5,3,6,7,7,7,7,6,7,2,5,3,2,7,6,6,6,7,6,1,7,6,5,7,4,6,7,7,7,7,7,6,7,6,42,1,5,10,7
253,1,1,5,2,6,5,6,7,6,5,7,7,7,4,6,2,7,2,6,5,6,6,6,6,7,7,6,6,6,6,7,7,2,6,7,7,6,5,7,41,3,6,12,4
254,1,1,5,2,6,7,5,4,6,2,5,7,7,7,7,2,5,1,6,5,6,4,4,6,7,6,6,7,7,1,5,4,7,7,6,7,7,5,7,38,3,1,3,5
255,1,1,5,2,6,7,4,4,1,6,5,5,7,6,7,2,4,4,6,6,7,7,7,3,6,4,2,5,2,6,4,7,6,7,6,7,6,7,7,28,2,3,12,5
256,1,1,5,2,6,7,6,6,7,4,6,6,7,6,4,2,7,2,1,3,7,6,4,6,1,7,7,5,6,7,3,7,7,7,7,6,7,7,4,20,4,1,1,1
257,1,1,5,2,6,7,1,7,7,5,6,7,7,7,3,1,7,3,7,7,6,7,2,4,2,7,5,6,5,7,6,6,7,7,6,1,7,5,6,44,2,4,3,4
258,1,1,5,2,6,3,2,6,7,6,7,6,4,6,7,1,7,1,7,7,7,6,7,6,6,5,7,7,7,7,2,3,6,6,6,1,3,5,7,25,3,1,13,4
259,1,1,5,2,6,6,7,4,7,7,7,4,6,7,6,1,6,4,5,6,3,5,5,5,4,6,7,7,6,6,4,6,2,7,7,4,7,4,4,29,3,3,2,5
260,1,1,5,2,6,6,5,7,7,6,7,7,6,5,7,1,7,1,7,5,7,1,2,6,7,6,6,6,7,6,7,7,6,6,7,6,7,2,6,35,2,3,1,3
261,1,1,5,2,6,7,7,3,7,6,7,6,3,5,4,1,5,1,6,7,7,7,6,6,7,7,5,4,3,6,5,7,5,4,7,4,7,7,3,45,3,5,10,4
262,1,1,5,2,6,7,6,6,6,7,7,5,7,7,7,2,6,1,7,6,7,7,7,3,6,7,7,7,6,6,5,5,2,7,5,6,5,2,5,42,4,4,7,2
263,1,1,5,2,6,7,2,6,5,7,7,7,7,7,6,1,6,2,6,1,6,6,4,7,4,7,6,7,6,7,7,7,7,7,7,7,2,7,4,34,2,4,6,6
264,1,1,5,2,6,6,2,3,4,5,4,5,7,7,6,1,5,2,7,1,6,6,6,6,6,7,7,7,6,4,7,7,7,2,7,7,7,7,7,42,3,7,4,3
265,1,1,5,2,6,6,1,6,7,4,6,6,6,7,5,4,7,5,5,7,6,7,1,4,7,3,7,7,6,6,6,5,6,3,6,3,6,7,4,39,3,2,12,3
266,1,1,5,2,6,7,6,5,6,6,7,4,6,4,7,1,6,3,4,6,7,6,7,7,7,7,6,6,3,6,6,4,6,6,5,7,6,6,7,40,3,6,11,3
267,1,1,5,2,6,3,6,2,5,6,6,2,7,5,7,1,7,3,7,2,5,4,6,6,6,7,6,2,7,5,3,7,6,7,6,7,6,6,5,32,3,1,10,2
268,1,1,5,2,6,4,7,7,6,1,6,7,7,6,6,1,7,1,6,6,4,5,7,6,7,7,7,4,4,6,6,7,7,6,6,5,7,7,6,39,3,1,1,2
269,1,1,5,2,6,6,2,5,1,4,2,7,7,7,7,2,7,2,4,7,7,6,6,5,6,6,6,5,2,7,6,6,4,5,5,5,7,5,7,30,4,1,7,5
270,1,1,5,2,6,7,5,6,6,6,6,7,7,6,7,4,6,2,6,6,7,6,4,3,7,7,6,2,7,7,6,4,7,5,7,6,7,7,6,46,1,2,11,6
271,1,1,5,2,6,7,6,7,7,7,4,1,7,6,6,1,7,3,4,6,7,5,7,7,6,2,7,2,5,6,6,6,6,7,7,7,7,4,7,44,2,1,5,7
272,1,1,5,2,6,6,7,6,7,7,6,7,6,7,7,3,5,2,6,6,4,1,6,2,7,5,2,7,6,3,5,7,5,4,6,7,5,6,7,42,2,7,7,7
273,1,1,5,2,6,6,4,6,7,6,7,4,6,6,4,4,6,1,7,6,7,6,1,7,6,6,7,7,7,1,6,5,7,7,4,6,6,7,7,37,2,4,12,1
274,1,1,5,2,6,5,5,6,6,6,7,6,2,4,6,2,6,1,7,4,7,6,7,6,7,1,7,3,7,6,6,4,7,7,3,4,4,3,7,42,3,2,11,1
275,1,1,5,2,6,6,4,6,4,6,7,7,7,6,7,3,1,5,7,7,5,7,7,7,4,6,7,7,6,7,7,4,7,3,7,6,4,3,5,36,2,4,10,5
276,1,1,5,2,6,7,7,7,7,7,7,1,7,1,6,2,6,2,2,4,5,6,4,7,7,7,6,7,2,6,6,7,7,7,5,7,6,7,7,40,3,5,12,4
277,1,1,5,2,6,2,7,6,7,5,4,7,7,7,7,1,7,2,6,4,4,7,7,6,1,6,2,5,4,7,3,1,6,7,2,7,6,6,6,16,4,2,11,4
278,1,1,5,2,6,7,7,4,4,4,7,6,6,7,6,1,7,5,7,6,6,7,6,7,6,7,4,2,7,2,6,4,7,6,7,7,6,5,5,40,3,5,10,3
279,1,1,5,2,6,7,7,6,1,6,6,6,7,7,7,3,6,4,6,7,7,6,6,6,6,7,7,5,6,5,7,7,6,2,4,7,7,2,7,50,2,2,13,2
280,1,1,5,2,6,7,7,7,6,6,7,7,7,2,7,3,7,5,7,6,7,7,4,6,5,4,7,7,7,6,7,5,7,2,1,5,6,5,7,36,1,2,5,1
281,1,1,5,2,6,6,4,7,6,7,6,7,5,2,7,2,7,2,5,6,4,3,1,7,6,7,7,7,6,7,7,7,7,7,6,6,7,4,4,37,3,5,7,1
282,1,1,5,2,6,4,7,6,6,2,7,6,7,7,6,1,7,2,7,7,6,7,3,6,7,7,5,7,5,3,4,7,6,6,5,4,7,4,7,39,2,6,6,3
283,1,1,5,2,6,7,7,5,1,7,7,7,4,6,7,1,5,1,6,7,6,7,1,7,6,1,7,4,7,6,5,5,4,4,7,5,6,7,7,36,1,4,2,2
284,1,1,5,2,6,7,6,7,4,7,3,7,7,7,7,2,6,4,6,7,7,7,7,5,7,7,5,7,6,7,2,5,6,7,6,6,7,5,7,46,2,6,11,7
285,1,1,5,2,6,7,6,2,7,6,4,7,7,5,6,1,6,5,4,4,7,3,7,7,7,7,7,6,6,7,6,7,6,6,6,6,7,6,6,41,3,4,10,5
286,1,1,5,2,6,4,4,7,6,7,5,6,7,6,4,2,7,1,7,6,7,6,7,1,4,1,3,6,6,2,6,7,7,7,6,6,7,7,7,41,4,5,5,7
287,1,1,5,2,6,1,6,6,7,1,7,5,6,5,4,5,6,7,2,6,2,7,6,7,5,7,6,7,6,7,4,7,7,5,7,6,7,2,7,53,4,4,7,1
288,1,1,5,2,6,7,7,7,1,7,2,5,7,6,3,2,6,2,7,7,6,6,5,4,7,7,7,6,6,5,7,7,5,6,4,3,7,5,6,39,2,3,9,1
289,1,1,5,2,6,5,6,2,4,7,7,7,7,7,7,1,4,1,7,7,7,7,6,3,7,4,7,7,7,6,4,6,7,5,7,5,7,6,7,46,2,3,7,3
290,1,1,5,2,6,7,6,5,6,6,7,6,5,6,7,1,7,2,6,5,5,7,2,6,6,7,7,6,7,7,6,6,6,6,4,6,6,7,6,30,3,6,10,1
291,1,1,5,2,6,3,6,4,3,5,7,6,1,6,7,7,7,3,7,7,4,4,4,7,5,6,6,3,7,6,6,7,5,6,6,6,6,7,6,40,1,2,10,1
292,1,1,5,2,6,6,2,7,7,6,6,6,7,7,6,2,7,1,6,5,6,7,7,3,6,5,7,6,4,7,6,7,7,7,6,7,6,6,6,46,4,7,3,2
293,1,1,5,2,6,7,6,6,6,7,6,6,5,6,7,3,5,1,7,6,6,6,7,7,6,7,7,6,1,7,7,6,6,6,6,7,7,6,6,24,3,3,3,4
294,1,1,5,2,6,2,6,5,6,7,7,6,6,2,6,4,6,2,7,7,5,6,7,2,7,7,7,3,5,5,6,4,5,7,7,7,6,7,6,28,3,7,3,5
295,1,1,5,2,6,6,7,7,6,4,6,4,6,6,7,2,4,1,6,6,7,6,4,6,1,6,7,7,3,4,6,7,6,7,4,6,5,6,7,50,1,4,7,3
296,1,1,5,2,6,7,5,6,1,5,2,6,2,7,7,2,6,2,5,6,6,6,3,7,5,1,6,7,7,4,7,6,4,4,7,2,7,6,6,38,3,4,9,2
297,1,1,5,2,6,1,6,7,6,7,6,7,6,7,6,1,5,2,7,6,2,7,7,7,6,7,4,7,7,7,5,2,6,2,7,1,7,7,7,44,1,3,6,3
298,1,1,5,2,6,7,4,6,1,6,7,7,2,7,7,5,6,1,6,2,6,6,6,3,7,6,7,7,2,7,7,6,6,6,7,5,6,7,7,59,2,1,10,1
299,1,1,5,2,6,7,6,6,7,5,3,7,6,6,7,2,6,2,7,7,5,6,7,7,6,2,7,7,6,6,2,7,6,7,6,7,3,4,7,25,3,4,3,3
